FECHA_ADMINISTRACION,GRUPO_ETARIO,GENERO,VACUNA,TIPO_EFECTOR,DOSIS_1,DOSIS_2,ID_CARGA,DOSIS_3
21AUG2021:00:00:00,61 a 70,F,Sputnik,Público,10,2,,0
21AUG2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,371,,0
21AUG2021:00:00:00,61 a 70,M,Sputnik,Público,8,1,,0
21AUG2021:00:00:00,71 a 80,F,AstraZeneca,Público,3,150,,0
21AUG2021:00:00:00,71 a 80,F,Sputnik,Público,4,0,,0
21AUG2021:00:00:00,71 a 80,M,AstraZeneca,Público,3,83,,0
21AUG2021:00:00:00,71 a 80,M,Sputnik,Público,3,1,,0
21AUG2021:00:00:00,81 a 90,F,AstraZeneca,Público,4,62,,0
21AUG2021:00:00:00,81 a 90,F,Sputnik,Público,1,0,,0
21AUG2021:00:00:00,81 a 90,M,AstraZeneca,Público,1,19,,0
21AUG2021:00:00:00,91 o mas,F,AstraZeneca,Público,2,20,,0
21AUG2021:00:00:00,91 o mas,M,AstraZeneca,Público,1,4,,0
15SEP2021:00:00:00,91 o mas,F,Sinopharm,Público,3,7,,0
15SEP2021:00:00:00,91 o mas,F,Sputnik,Público,0,29,,0
15SEP2021:00:00:00,91 o mas,M,Moderna,Público,0,1,,0
15SEP2021:00:00:00,91 o mas,M,Sinopharm,Público,2,0,,0
15SEP2021:00:00:00,91 o mas,M,Sputnik,Público,0,15,,0
30APR2021:00:00:00,30 o menos,M,AstraZeneca,Público nacional,1,0,,0
25JUN2021:00:00:00,30 o menos,M,AstraZeneca,Público nacional,0,1,,0
01JUL2021:00:00:00,61 a 70,F,AstraZeneca,Público nacional,0,1,,0
11JUL2021:00:00:00,41 a 50,M,Sinopharm,Público,6,0,,0
02AUG2021:00:00:00,41 a 50,M,Sinopharm,Público nacional,0,1,,0
07AUG2021:00:00:00,31 a 40,M,Sputnik,Público,2,0,,0
08AUG2021:00:00:00,41 a 50,M,Sputnik,Público,1,0,,0
31AUG2021:00:00:00,30 o menos,F,Sinopharm,Público nacional,0,1,,0
03SEP2021:00:00:00,51 a 60,M,Sinopharm,Público nacional,0,1,,0
23SEP2021:00:00:00,30 o menos,F,AstraZeneca,Privado,2,3,,0
23SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,1,3,,0
23SEP2021:00:00:00,31 a 40,F,AstraZeneca,Privado,0,7,,0
23SEP2021:00:00:00,31 a 40,M,AstraZeneca,Privado,1,9,,0
23SEP2021:00:00:00,41 a 50,F,AstraZeneca,Privado,0,4,,0
23SEP2021:00:00:00,41 a 50,M,AstraZeneca,Privado,0,2,,0
23SEP2021:00:00:00,51 a 60,F,AstraZeneca,Privado,1,2,,0
23SEP2021:00:00:00,51 a 60,M,AstraZeneca,Privado,1,3,,0
23SEP2021:00:00:00,61 a 70,F,AstraZeneca,Privado,0,2,,0
23SEP2021:00:00:00,61 a 70,M,AstraZeneca,Privado,0,1,,0
23SEP2021:00:00:00,71 a 80,F,AstraZeneca,Privado,0,2,,0
23SEP2021:00:00:00,71 a 80,M,AstraZeneca,Privado,0,2,,0
24SEP2021:00:00:00,30 o menos,F,AstraZeneca,Privado,0,1,,0
24SEP2021:00:00:00,30 o menos,F,AstraZeneca,Público,2,7,,0
24SEP2021:00:00:00,30 o menos,F,Moderna,Público,142,377,,0
24SEP2021:00:00:00,30 o menos,F,Sinopharm,Público,1097,102,,0
24SEP2021:00:00:00,30 o menos,F,Sputnik,Público,1,3,,0
24SEP2021:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,0,,0
24SEP2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1333,,0
24SEP2021:00:00:00,30 o menos,M,AstraZeneca,Privado,0,2,,0
24SEP2021:00:00:00,30 o menos,M,AstraZeneca,Público,1,10,,0
24SEP2021:00:00:00,30 o menos,M,Moderna,Público,179,439,,0
24SEP2021:00:00:00,30 o menos,M,Sinopharm,Público,1157,65,,0
24SEP2021:00:00:00,30 o menos,M,Sputnik,Público,0,7,,0
24SEP2021:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,0,,0
24DEC2021:00:00:00,71 a 80,M,Sputnik,Público,0,2,,0
24DEC2021:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,10
24DEC2021:00:00:00,81 a 90,F,AstraZeneca,Público,2,1,,53
24DEC2021:00:00:00,81 a 90,F,Sinopharm,Público,0,2,,10
24DEC2021:00:00:00,81 a 90,F,Sputnik,Público,0,2,,0
24DEC2021:00:00:00,81 a 90,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,6
24DEC2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,38
24DEC2021:00:00:00,81 a 90,M,Sinopharm,Público,0,1,,2
24DEC2021:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,1
24DEC2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,0,,13
24DEC2021:00:00:00,91 o mas,F,Sinopharm,Público,3,2,,9
15FEB2021:00:00:00,31 a 40,M,Sputnik,Público,0,1,,0
21SEP2021:00:00:00,30 o menos,F,Moderna,Público,0,1,,0
15DEC2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público nacional,0,1,,0
20DEC2021:00:00:00,30 o menos,M,Sinopharm,Público nacional,1,0,,0
21JAN2022:00:00:00,81 a 90,F,Sinopharm,Público nacional,0,1,,0
01FEB2022:00:00:00,41 a 50,F,Moderna,Privado,0,0,,1
02FEB2022:00:00:00,31 a 40,M,Moderna,Público nacional,0,0,,1
06FEB2022:00:00:00,30 o menos,F,AstraZeneca,Público,38,51,,0
06FEB2022:00:00:00,30 o menos,F,Moderna,Público,0,2,,351
06FEB2022:00:00:00,30 o menos,F,Sinopharm,Público,478,458,,0
06FEB2022:00:00:00,30 o menos,F,Sputnik,Público,0,83,,0
06FEB2022:00:00:00,30 o menos,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,3
06FEB2022:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,77,268,,2869
06FEB2022:00:00:00,30 o menos,M,AstraZeneca,Público,51,60,,0
06FEB2022:00:00:00,30 o menos,M,Moderna,Público,0,7,,315
06FEB2022:00:00:00,30 o menos,M,Sinopharm,Público,495,473,,0
06FEB2022:00:00:00,30 o menos,M,Sputnik,Público,0,94,,0
06FEB2022:00:00:00,30 o menos,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,4
06FEB2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,82,286,,2406
06FEB2022:00:00:00,31 a 40,F,AstraZeneca,Público,13,40,,2
06FEB2022:00:00:00,31 a 40,F,Moderna,Público,1,3,,372
06FEB2022:00:00:00,31 a 40,F,Sinopharm,Público,32,45,,0
06FEB2022:00:00:00,31 a 40,F,Sputnik,Público,0,41,,0
28OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,61,150,,0
28OCT2021:00:00:00,31 a 40,F,Sputnik,Público,11,259,,2
28OCT2021:00:00:00,31 a 40,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0
28OCT2021:00:00:00,31 a 40,M,AstraZeneca,Público,102,75,,0
28OCT2021:00:00:00,31 a 40,M,Sinopharm,Público,90,145,,0
28OCT2021:00:00:00,31 a 40,M,Sputnik,Público,12,250,,0
28OCT2021:00:00:00,31 a 40,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,4,0,,0
28OCT2021:00:00:00,41 a 50,F,AstraZeneca,Público,39,59,,0
28OCT2021:00:00:00,41 a 50,F,Sinopharm,Público,31,96,,0
28OCT2021:00:00:00,41 a 50,F,Sputnik,Público,2,193,,0
28OCT2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,6,0,,0
28OCT2021:00:00:00,41 a 50,M,AstraZeneca,Público,33,59,,0
28OCT2021:00:00:00,41 a 50,M,Sinopharm,Público,32,91,,0
28OCT2021:00:00:00,41 a 50,M,Sputnik,Público,3,191,,1
28OCT2021:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,9,0,,0
28OCT2021:00:00:00,51 a 60,F,AstraZeneca,Público,20,35,,0
28OCT2021:00:00:00,51 a 60,F,Sinopharm,Público,12,35,,0
28OCT2021:00:00:00,51 a 60,F,Sputnik,Público,4,174,,1
28OCT2021:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
28OCT2021:00:00:00,51 a 60,M,AstraZeneca,Público,16,24,,0
28OCT2021:00:00:00,51 a 60,M,Sinopharm,Público,18,33,,0
28OCT2021:00:00:00,51 a 60,M,Sputnik,Público,0,166,,2
28OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,3,0,,0
28OCT2021:00:00:00,61 a 70,F,AstraZeneca,Público,11,14,,0
28OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,10,24,,0
28OCT2021:00:00:00,61 a 70,F,Sputnik,Público,0,84,,2
28OCT2021:00:00:00,61 a 70,M,AstraZeneca,Público,1,15,,0
28OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,5,16,,0
28OCT2021:00:00:00,61 a 70,M,Sputnik,Público,1,57,,0
28OCT2021:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
28OCT2021:00:00:00,71 a 80,F,AstraZeneca,Público,2,2,,0
28OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,5,19,,0
28OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,27,,0
28OCT2021:00:00:00,71 a 80,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
28OCT2021:00:00:00,71 a 80,M,AstraZeneca,Público,2,8,,0
28OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,2,11,,0
28OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,13,,0
28OCT2021:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
28OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,7,,0
28OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,5,16,,0
28OCT2021:00:00:00,81 a 90,F,Sputnik,Público,0,7,,0
28OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,1,,0
28OCT2021:00:00:00,81 a 90,M,Sinopharm,Público,2,4,,0
28OCT2021:00:00:00,81 a 90,M,Sputnik,Público,0,1,,0
28OCT2021:00:00:00,91 o mas,F,AstraZeneca,Público,3,3,,0
28OCT2021:00:00:00,91 o mas,F,Sinopharm,Público,1,7,,0
28OCT2021:00:00:00,91 o mas,F,Sputnik,Público,0,2,,0
28OCT2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,1,,0
28OCT2021:00:00:00,91 o mas,M,Sinopharm,Público,2,1,,0
28OCT2021:00:00:00,91 o mas,M,Sputnik,Público,0,1,,0
16JUL2021:00:00:00,51 a 60,F,Sinopharm,Privado,0,1,,0
23JUL2021:00:00:00,41 a 50,M,Sinopharm,Privado,0,1,,0
15AUG2021:00:00:00,71 a 80,F,Sputnik,Privado,0,1,,0
31AUG2021:00:00:00,31 a 40,F,Sputnik,Privado,1,0,,0
10OCT2021:00:00:00,31 a 40,F,Sinopharm,Público,1,0,,0
11OCT2021:00:00:00,31 a 40,M,Sinopharm,Privado,0,1,,0
15OCT2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,1,,0
12SEP2021:00:00:00,61 a 70,F,AstraZeneca,Público,0,12,,0
12SEP2021:00:00:00,61 a 70,F,Sinopharm,Público,0,8,,0
12SEP2021:00:00:00,61 a 70,M,AstraZeneca,Público,0,10,,0
12SEP2021:00:00:00,61 a 70,M,Sinopharm,Público,1,7,,0
12SEP2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,7,,0
12SEP2021:00:00:00,71 a 80,F,Sinopharm,Público,1,4,,0
12SEP2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,2,,0
12SEP2021:00:00:00,71 a 80,M,Sinopharm,Público,1,2,,0
12SEP2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,2,,0
12SEP2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,1,,0
01OCT2021:00:00:00,51 a 60,M,Sputnik,Público,1,123,,0
01OCT2021:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,5,0,,0
01OCT2021:00:00:00,61 a 70,F,AstraZeneca,Público,1,108,,0
01OCT2021:00:00:00,61 a 70,F,Moderna,Público,0,2,,0
01OCT2021:00:00:00,61 a 70,F,Sinopharm,Público,3,2,,0
01OCT2021:00:00:00,61 a 70,F,Sputnik,Público,1,17,,1
01OCT2021:00:00:00,61 a 70,M,AstraZeneca,Público,5,92,,0
01OCT2021:00:00:00,61 a 70,M,Moderna,Público,0,2,,0
01OCT2021:00:00:00,61 a 70,M,Sinopharm,Público,4,3,,0
01OCT2021:00:00:00,61 a 70,M,Sputnik,Público,0,17,,1
01OCT2021:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
01OCT2021:00:00:00,71 a 80,F,AstraZeneca,Público,0,51,,0
01OCT2021:00:00:00,71 a 80,F,Sinopharm,Público,1,0,,0
01OCT2021:00:00:00,71 a 80,F,Sputnik,Público,0,3,,0
01OCT2021:00:00:00,71 a 80,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,0
01OCT2021:00:00:00,71 a 80,M,AstraZeneca,Público,0,27,,0
01OCT2021:00:00:00,71 a 80,M,Sinopharm,Público,1,1,,0
01OCT2021:00:00:00,71 a 80,M,Sputnik,Público,0,1,,0
01OCT2021:00:00:00,81 a 90,F,AstraZeneca,Público,0,27,,0
01OCT2021:00:00:00,81 a 90,F,Sinopharm,Público,2,0,,0
01OCT2021:00:00:00,81 a 90,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
01OCT2021:00:00:00,81 a 90,M,AstraZeneca,Público,0,5,,0
01OCT2021:00:00:00,91 o mas,F,AstraZeneca,Público,0,6,,0
11OCT2021:00:00:00,30 o menos,F,AstraZeneca,Público,104,31,,0
21JUL2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
21JUL2021:00:00:00,41 a 50,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
05AUG2021:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
29AUG2021:00:00:00,71 a 80,F,Moderna,Público,0,1,,0
04SEP2021:00:00:00,91 o mas,M,AstraZeneca,Público,0,1,,0
21OCT2021:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,0
29NOV2021:00:00:00,30 o menos,M,Sinopharm,Privado,0,2,,0
20DEC2021:00:00:00,81 a 90,F,AstraZeneca,Privado,0,0,,1
06JAN2022:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,1,,0
12JAN2022:00:00:00,30 o menos,F,AstraZeneca,Público,114,99,,70
12JAN2022:00:00:00,30 o menos,F,Moderna,Público,5,1,,22
12JAN2022:00:00:00,30 o menos,F,Sinopharm,Público,623,505,,1
12JAN2022:00:00:00,30 o menos,F,Sputnik,Público,3,68,,0
12JAN2022:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,228,299,,95
12JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,157,97,,35
12JAN2022:00:00:00,30 o menos,M,Moderna,Público,10,4,,10
12JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,632,521,,0
12JAN2022:00:00:00,30 o menos,M,Sputnik,Público,1,76,,0
12JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,238,353,,67
12JAN2022:00:00:00,31 a 40,F,AstraZeneca,Público,74,53,,189
12JAN2022:00:00:00,31 a 40,F,Moderna,Público,1,1,,60
12JAN2022:00:00:00,31 a 40,F,Sinopharm,Público,38,47,,1
12JAN2022:00:00:00,31 a 40,F,Sputnik,Público,3,47,,0
12JAN2022:00:00:00,31 a 40,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,2,,565
12JAN2022:00:00:00,31 a 40,M,AstraZeneca,Público,95,66,,142
12JAN2022:00:00:00,31 a 40,M,Moderna,Público,0,2,,27
12JAN2022:00:00:00,31 a 40,M,Sinopharm,Público,40,45,,3
12JAN2022:00:00:00,31 a 40,M,Sputnik,Público,2,51,,1
12JAN2022:00:00:00,31 a 40,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,4,,582
12JAN2022:00:00:00,41 a 50,F,AstraZeneca,Privado,0,0,,3
12JAN2022:00:00:00,41 a 50,F,AstraZeneca,Público,43,43,,285
12JAN2022:00:00:00,41 a 50,F,Moderna,Público,0,2,,66
12JAN2022:00:00:00,41 a 50,F,Sinopharm,Público,24,23,,3
12JAN2022:00:00:00,41 a 50,F,Sputnik,Público,1,18,,1
12JAN2022:00:00:00,41 a 50,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,2,3,,3456
12JAN2022:00:00:00,41 a 50,M,AstraZeneca,Público,49,47,,256
12JAN2022:00:00:00,41 a 50,M,Moderna,Público,0,2,,41
12JAN2022:00:00:00,41 a 50,M,Sinopharm,Público,21,21,,3
12JAN2022:00:00:00,41 a 50,M,Sputnik,Público,3,32,,0
12JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,0
12JAN2022:00:00:00,41 a 50,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,3,,3732
12JAN2022:00:00:00,51 a 60,F,AstraZeneca,Público,14,26,,204
12JAN2022:00:00:00,51 a 60,F,Moderna,Público,0,1,,225
12JAN2022:00:00:00,51 a 60,F,Sinopharm,Público,16,12,,0
12JAN2022:00:00:00,51 a 60,F,Sputnik,Público,0,6,,1
12JAN2022:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,3,,195
12JAN2022:00:00:00,51 a 60,M,AstraZeneca,Público,23,26,,198
12JAN2022:00:00:00,51 a 60,M,Moderna,Público,0,0,,228
12JAN2022:00:00:00,51 a 60,M,Sinopharm,Público,14,15,,0
12JAN2022:00:00:00,51 a 60,M,Sputnik,Público,0,10,,0
12JAN2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,4,,167
12JAN2022:00:00:00,61 a 70,F,AstraZeneca,Público,17,16,,865
12JAN2022:00:00:00,61 a 70,F,Moderna,Público,0,0,,2187
12JAN2022:00:00:00,61 a 70,F,Sinopharm,Público,9,5,,0
12JAN2022:00:00:00,61 a 70,F,Sputnik,Público,2,6,,5
12JAN2022:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,165
12JAN2022:00:00:00,61 a 70,M,AstraZeneca,Público,8,8,,708
12JAN2022:00:00:00,61 a 70,M,Moderna,Público,0,0,,1946
12JAN2022:00:00:00,61 a 70,M,Sinopharm,Público,3,5,,0
01FEB2022:00:00:00,51 a 60,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,14
01FEB2022:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,169
01FEB2022:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,1077
01FEB2022:00:00:00,51 a 60,M,AstraZeneca,Público,13,22,,24
01FEB2022:00:00:00,51 a 60,M,Moderna,Público,1,3,,828
01FEB2022:00:00:00,51 a 60,M,Sinopharm,Público,28,14,,0
01FEB2022:00:00:00,51 a 60,M,Sputnik,Público,1,7,,1
01FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,2,0,,8
01FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,203
01FEB2022:00:00:00,51 a 60,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,1,,1223
01FEB2022:00:00:00,61 a 70,F,AstraZeneca,Público,6,9,,27
01FEB2022:00:00:00,61 a 70,F,Moderna,Público,1,4,,793
01FEB2022:00:00:00,61 a 70,F,Sinopharm,Público,21,8,,0
01FEB2022:00:00:00,61 a 70,F,Sputnik,Público,2,3,,1
01FEB2022:00:00:00,61 a 70,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,7
01FEB2022:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,49
01FEB2022:00:00:00,61 a 70,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,414
01FEB2022:00:00:00,61 a 70,M,AstraZeneca,Público,2,5,,31
01FEB2022:00:00:00,61 a 70,M,Moderna,Privado,0,0,,1
01FEB2022:00:00:00,61 a 70,M,Moderna,Público,0,2,,605
01FEB2022:00:00:00,61 a 70,M,Sinopharm,Público,6,7,,0
01FEB2022:00:00:00,61 a 70,M,Sputnik,Público,0,2,,0
01FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,3
01FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,36
01FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,346
01FEB2022:00:00:00,71 a 80,F,AstraZeneca,Público,3,2,,15
01FEB2022:00:00:00,71 a 80,F,Moderna,Público,0,2,,314
01FEB2022:00:00:00,71 a 80,F,Sinopharm,Público,12,4,,0
01FEB2022:00:00:00,71 a 80,F,Sputnik,Público,1,1,,1
01FEB2022:00:00:00,71 a 80,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,4
14MAR2021:00:00:00,91 o mas,F,AstraZeneca,Público,1,0,,0
07JUN2021:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
07JUN2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,0,,0
01JUL2021:00:00:00,51 a 60,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,1,1,,0
05DEC2021:00:00:00,61 a 70,F,Sinopharm,Privado,1,0,,0
09JAN2022:00:00:00,30 o menos,F,AstraZeneca,Privado,0,1,,0
09JAN2022:00:00:00,30 o menos,F,AstraZeneca,Público,71,389,,54
09JAN2022:00:00:00,30 o menos,F,Sinopharm,Público,375,418,,0
09JAN2022:00:00:00,30 o menos,F,Sputnik,Público,4,72,,0
09JAN2022:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,4
09JAN2022:00:00:00,30 o menos,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,89,88,,487
09JAN2022:00:00:00,30 o menos,M,AstraZeneca,Público,110,414,,58
09JAN2022:00:00:00,30 o menos,M,Sinopharm,Público,435,456,,0
09JAN2022:00:00:00,30 o menos,M,Sputnik,Público,1,85,,0
09JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Privado,0,0,,6
09JAN2022:00:00:00,30 o menos,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,98,83,,294
17FEB2022:00:00:00,61 a 70,M,Sputnik,Público,1,3,,2
17FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,2
17FEB2022:00:00:00,61 a 70,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,7,,293
17FEB2022:00:00:00,71 a 80,F,AstraZeneca,Público,3,1,,15
17FEB2022:00:00:00,71 a 80,F,Moderna,Público,0,0,,37
17FEB2022:00:00:00,71 a 80,F,Sinopharm,Público,3,9,,0
17FEB2022:00:00:00,71 a 80,F,Sputnik,Público,0,2,,3
17FEB2022:00:00:00,71 a 80,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,1
17FEB2022:00:00:00,71 a 80,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,6,,132
17FEB2022:00:00:00,71 a 80,M,AstraZeneca,Público,0,1,,12
17FEB2022:00:00:00,71 a 80,M,Moderna,Público,0,0,,18
17FEB2022:00:00:00,71 a 80,M,Sinopharm,Público,1,2,,0
17FEB2022:00:00:00,71 a 80,M,Sputnik,Público,0,1,,2
17FEB2022:00:00:00,71 a 80,M,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,0,0,,2
17FEB2022:00:00:00,71 a 80,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,3,,64
17FEB2022:00:00:00,81 a 90,F,AstraZeneca,Público,0,0,,24
17FEB2022:00:00:00,81 a 90,F,Moderna,Público,0,0,,20
17FEB2022:00:00:00,81 a 90,F,Sinopharm,Público,0,2,,0
17FEB2022:00:00:00,81 a 90,F,Sputnik,Público,0,1,,1
17FEB2022:00:00:00,81 a 90,F,"vacuna Coronavirus (CANSINO), vial x 1 dosis",Público,1,0,,2
17FEB2022:00:00:00,81 a 90,F,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,2,,88
17FEB2022:00:00:00,81 a 90,M,AstraZeneca,Público,0,0,,6
17FEB2022:00:00:00,81 a 90,M,Moderna,Público,0,0,,7
17FEB2022:00:00:00,81 a 90,M,Sputnik,Público,0,2,,0
17FEB2022:00:00:00,81 a 90,M,"vacuna Coronavirus (PFIZER) 1ra - 2da dosis, vial x 6 dosis (0.3ml)",Público,0,0,,30
