depa_nombre,muni_nombre,codigo_habilitacion,nombre_prestador,tido_codigo,nits_nit,razon_social,clpr_codigo,clpr_nombre,ese,direccion,telefono,fax,email,gerente,nivel,caracter,habilitado,fecha_radicacion,fecha_vencimiento,fecha_cierre,dv,clase_persona,naju_codigo,naju_nombre,numero_sede_principal,fecha_corte_REPS
Bogotá D.C,BOGOTÁ,1100130001,FISIOKINE IPS SAS,,900952226,FISIOKINE IPS SAS,1,Instituciones - IPS,,carrera 64a No. 5a - 62 barrio pradera,3105508784,,fisiokineips@gmail.com,,,,SI,20160714,20230831,,7,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100126412,FISIOMEDICAL CENTER SAS,,900475557,FISIOMEDICAL CENTER SAS,1,Instituciones - IPS,,CR 53F No. 4B 02,4145833- 3113865128 - 3124961682,,fisiomedical-center@hotmail.com,,,,SI,20140205,20230831,,3,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100137570,FISIO-PELVIC LUNA IPS SAS SIGLA FISIOPELVIC,,901452841,FISIO-PELVIC LUNA IPS SAS SIGLA FISIOPELVIC,1,Instituciones - IPS,,Cl 140 10 A 48 Cs 214 Ed Cedro Point,3002831437,,admon.fisiopelvic@gmail.com,,,,SI,20210813,20250812,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100120694,FISIOPLUS SAS,,900319481,FISIOPLUS SAS,1,Instituciones - IPS,,CL 23 66 46 IN 4 CN 419,4897333- 3153529173,,gerencia@fisioplus.co,,,,SI,20091120,20220831,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100127344,FISIORAD S.A.S,,900738441,FISIORAD S.A.S,1,Instituciones - IPS,,CL 71 # 13 10 PISO 1,5412045- 3196470624- 3133122549,,fisioradips@gmail.com,,,,SI,20141016,20230831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100124093,FISIOS CENTRO DE TERAPIA SAS,,900419172,FISIOS CENTRO DE TERAPIA SAS,1,Instituciones - IPS,,AK 45 # 106 25 OF 102 301 401,3046037530,2360908,calidad@fisios.com.co,,,,SI,20180307,20220831,,3,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100121764,FISIOSERVICIOS S.A.S.,,900305735,FISIOSERVICIOS S.A.S.,1,Instituciones - IPS,,CRA. 23 45C - 31 CS 6N08,2874067-2875946,,fisioservicios@hotmail.com,,,,SI,20101214,20230831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100112808,FISIOSPORT LTDA,,830136757,FISIOSPORT LTDA,1,Instituciones - IPS,NO,CALLE 50 # 8 24 OF 505,3101279,3126219,sandpinz@hotmail.com,,,,SI,20040331,20220831,,2,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100101969,FISIOTERPIA AVANZADA S.A.S,,830089444,FISIOTERPIA AVANZADA S.A.S,1,Instituciones - IPS,NO,AVENIDA CARRERA 45 N° 104 - 60 Interior 2 Piso 1,3228938355,,info@fisioavanzada.com.co,,,,SI,20030306,20230831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100113402,FISOSALUD (FISIOTERAPIA SALUD OCUPACIONAL) S.A.S. SIGLA FISOSALUD S.A.S,,830139066,FISOSALUD (FISIOTERAPIA SALUD OCUPACIONAL) S.A.S. SIGLA FISOSALUD S.A.S,1,Instituciones - IPS,,CRA 20 No. 34 - 44,2451272,2454679,fisosalud@yahoo.es,,,,SI,20120213,20220831,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100130709,FIT FOR ALL SAS,,900959761,FIT FOR ALL SAS,1,Instituciones - IPS,,CLL 94 N°13 -11,3103442700,,administracion@fitforall.com.co,,,,SI,20161215,20220831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100117578,FOMACI EU,,900160146,FOMACI EU,1,Instituciones - IPS,,CL 127 A N 7 -19 CS 608 A,3162270571,,fomaci@yahoo.com,,,,SI,20121217,20220831,,7,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100119374,FORJA EMPRESAS SAS,,900162688,FORJA EMPRESAS SAS,1,Instituciones - IPS,,Calle 99 No. 49-38 Oficina 501,7447050 - 3002083932,,gerencia@forjaempresas.com,,,,SI,20081008,20230831,,6,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100122334,FORTALECIENDO TU SALUD SAS,,900416642,FORTALECIENDO TU SALUD SAS,1,Instituciones - IPS,,KR 85 # 75 - 80,3108012182,6957926,AMBULANCIAS.FORTSALUD@GMAIL.COM,,,,SI,20160322,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100103543,FOTOTERAPIA BOJANINI Y LOPEZ SAS,,800236964,FOTOTERAPIA BOJANINI Y LOPEZ SAS,1,Instituciones - IPS,NO,CL 125 # 19 89 OFIC 404,3003303,,angelalopez106@msn.com,,,,SI,20030326,20230831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100123863,FRANCIA ELENA HERMIDA IPS S A S,,900237169,FRANCIA ELENA HERMIDA IPS S A S,1,Instituciones - IPS,,AC 127 # 20 78 CS 1- 201 - Barrio:La calleja,6156429-3223607762,,hermidafrancia@hotmail.com,,,,SI,20120502,20220831,,9,JURIDICO,1,Privada,03,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100130303,FRANJA PUBLICACIONES S.A.S,,800167504,FRANJA PUBLICACIONES S.A.S,1,Instituciones - IPS,,CARRERA 63 No. 98-55,2532222,,joviedo@franjapublicaciones.com,,,,SI,20161111,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100109941,FRESENIUS MEDICAL CARE COLOMBIA S.A,,830007355,FRESENIUS MEDICAL CARE COLOMBIA S.A.,1,Instituciones - IPS,NO,AV CARRERA 7 No. 156-10 piso 26,2941400,2941437,impuestos.freseniuscol@fmc-ag.com,,,,SI,20030415,20220831,,2,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100104131,FUNDACION HOSPITAL SAN CARLOS,,860007373,FUNDACION HOSPITAL SAN CARLOS,1,Instituciones - IPS,NO,KR 12D 32 44 SUR,7443333,,notificacionesjudiciales@fhsc.org.co,,,,SI,20030331,20220831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100106447,FUNDACION ABOOD SHAIO,,860006656,FUNDACION ABOOD SHAIO,1,Instituciones - IPS,NO,DIAG 115 A # 70 C 75,2261025,2714930,direcciongeneral@shaio.org,,,,SI,20030408,20230831,,9,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100118403,FUNDACION ADRIANA VILLALBA IPS,,830093182,FUNDACION ADRIANA VILLALBA IPS,1,Instituciones - IPS,,CALLE 67 N° 14 A 14,2549130,,funav2009@hotmail.com,,,,SI,20130312,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108627,FUNDACION AMAR,,830074717,FUNDACION AMAR,1,Instituciones - IPS,NO,CRA 73 # 73 90,4360864,4360864,amarlafundacion_2000@yahoo.es,,,,SI,20030414,20220831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100137370,FUNDACIÓN ANGIOPEDIATRIA- SEDE BOGOTÁ,,900487854,FUNDACION ANGIOPEDIATRIA SEDE BOGOTÁ,1,Instituciones - IPS,,CALLE 117 # 6 A 83 CONSULTORIO 507,3015890391,,vivipero@hotmail.com,,,,SI,20211109,20251108,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100120395,FUNDACION APRENDER A VIVIR,,830507712,FUNDACION APRENDER A VIVIR,1,Instituciones - IPS,,CRA. 71 No. 53-52,3103330027-3103884990,,johnpava_27@hotmail.com,,,,SI,20090901,20230831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100106971,FUNDACION ARTHUR STANLEY GILLOW,,860016372,FUNDACION ARTHUR STANLEY GILLOW,1,Instituciones - IPS,NO,AV. CALLE 100 # 11 B 04,6200937,6200926,CONTACTENOS@FUNDACIONGILLOW.ORG,,,,SI,20030409,20230831,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100104573,FUNDACION AVANTE,,830099027,FUNDACION AVANTE,1,Instituciones - IPS,NO,Carrera 65 No. 4 G - 30 - Barrio:La Pradera,5164941,,fundavante@hotmail.com,,,,SI,20030402,20230831,,5,JURIDICO,1,Privada,03,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100122417,FUNDACIÓN CANGURO,,830013743,FUNDACIÓN CANGURO,1,Instituciones - IPS,,CL 44 B # 53 50,7458182,7458240 ext 102,fundacion.canguro@gmail.com,,,,SI,20110628,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100109111,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,,860035992,FUNDACION CARDIO INFANTIL INSTITUTO DE CARDIOLOGIA,1,Instituciones - IPS,NO,CL 163 A No 13 B 60,6672727 Ext. 53304,6672727 Ext. 53309,pcasallas@lacardio.org,,,,SI,20030414,20220831,,2,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100115051,FUNDACION CEDHI - CENTRO DE DESARROLLO HUMANO INTEGRAL,,900032841,fundación CEDHI,1,Instituciones - IPS,NO,CALLE 97 # 64 - 19,6955994 - 3124522705,,fundacioncedhi@gmail.com,,,,SI,20061018,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100104155,FUNDACION CENTRO DE ESTIMULACION NIVELACION Y DESARROLLO-CEDESNID,,860071892,FUNDACION CENTRO DE ESTIMULACION NIVELACION Y DESARROLLO CEDESNID,1,Instituciones - IPS,NO,AVENIDA CARRERA 45 #95-29,2113155,2113157,contacto@cedesnid.org.co,,,,SI,20030331,20220831,,7,JURIDICO,1,Privada,02,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100100930,"FUNDACION CENTRO DE INVESTIGACION E INFORMACION EN DEFICIENCIAS AUDITIVAS-""""CINDA""""""",,800223876,Centro de Investigación e Información en Deficiencias Auditivas - FUNDACION CINDA,1,Instituciones - IPS,NO,CALLE 35 No. 17-24,5104341- 5106499- 5103829,,administracioncinda@gmail.com,,,,SI,20030217,20230831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100104442,FUNDACION CENTRO DE PSICOLOGIA CLINICA Y DE FAMILIA ANITA,,830110098,FUNDACION CENTRO DE PSICOLOGIA CLINICA Y DE FAMILIA ANITA,1,Instituciones - IPS,NO,KR 70 D No. 48A-78,4109944,4168924,ips@fundanita.com,,,,SI,20030401,20230831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108265,FUNDACION CENTRO DE REABILITACION DEL NIÑO ESPECIAL CERES,,808000024,FUNDACION CENTRO DE REHABILITACION DEL NIÑO ESPECIAL CERES,1,Instituciones - IPS,NO,CL 44 # 67 A 40/28/54,2216880,2216880,ceresadmon@gmail.com,,,,SI,20030412,20220831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100109145,Fundación Centro Materno Infantil Nuestra Señora de Belén,,860053505,Fundación Centro Materno Infantil Nuestra Señora de Belén,1,Instituciones - IPS,NO,KR 93 # 129 A 64 PISO 4,7438163,,cmifundacion@gmail.com,,,,SI,20070209,20230831,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108883,FUNDACION CENTRO TERAPEUTICO INFANTIL CETI,,860354443,FUNDACION CENTRO TERAPEUTICO INFANTIL CETI,1,Instituciones - IPS,NO,CALLE 67 # 28 a 35 PISO 1,3917580,2509099,FUNCETI@HOTMAIL.COM,,,,SI,20030414,20220831,,9,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100100203,FUNDACION CEPYTIN,,830111502,FUNDACION CEPYTIN,1,Instituciones - IPS,NO,CRA 73 No 7 C - 39,2921430,4117086,CEPYTIN@HOTMAIL.COM,,,,SI,20030127,20220831,,3,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100132997,FUNDACION CERO A TRES DESARROLLO INFANTIL,,901150745,FUNDACION CERO A TRES DESARROLLO INFANTIL,1,Instituciones - IPS,,CR 20 Nº106 A-80 LC 2,5245469 - 3204197814,,info@ceroatres.org,,,,SI,20180409,20230408,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100120775,FUNDACIÓN CLÍNICA FUNCIÓN FUTURO SANCTI SPIRITUS I.P.S.,,900324720,FUNDACIÓN CLÍNICA FUNCIÓN FUTURO SANCTI SPIRITUS I.P.S.,1,Instituciones - IPS,,KR 13 # 102 - 28 INT 1,6278006,,funcionfuturo@hotmail.com,,,,SI,20091223,20220831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100109116,FUNDACION CLINICA HOSPITAL JUAN N CORPAS Y CENTROS ASISTENCIALES AFINES,,860055083,Fundación Clinica Hospital Juan N. Corpas y Centros Asistenciales Afines,1,Instituciones - IPS,NO,Carrera 111 159 A - 61,6865014,6865000 EXT 157,gloria.pineros@juanncorpas.edu.co,,,,SI,20061116,20220831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100107987,FUNDACION CLINICA MEGASALUD,,830085763,FUNDACION CLINICA MEGASALUD,1,Instituciones - IPS,NO,KR 70 # 51 41,3192397214,3157930998,funclinicameg@gmail.com,,,,SI,20030411,20220831,,7,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100117494,Fundación Colombia Nueva Vida F.C.N.V.,,900141546,FUNDACION COLOMBIA NUEVA VIDA,1,Instituciones - IPS,,Carrera 19 D No. 63-18 Sur Piso 2 (San Francisco),7183399-3202651537,,fundacioncolombianuevavida1@gmail.com,,,,SI,20130227,20230831,,9,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100107857,FUNDACION COLOMBIANA DE ENFERMEDADES VASCULARES PERIFERICAS,,800105234,FUNDACION COLOMBIANA DE ENFERMEDADES VASCULARES PERIFERICAS,1,Instituciones - IPS,NO,Calle 106 A # 17A - 38,805 23 96 - 805 24 12 - 805 24 13 - 805 24 14,,administracion@fundvascular.com,,,,SI,20060630,20220831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100123784,FUNDACION COLOMBIANA PARA EL DIAGNOSTICO Y TRATAMIENTO DE LAS ARRITMIAS CARDIACAS FUNDARRITMIA,,900028377,FUNDACION COLOMBIANA PARA EL DIAGNOSTICO Y TRATAMIENTO DE LAS ARRITMIAS CARDIACAS FUNDARRITMIA,1,Instituciones - IPS,,CALLE 50 N. 8 - 24 CS 203,3100450,3100450,fundarritmia@gmail.com,,,,SI,20120410,20220831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100116220,FUNDACION CREER EN LO NUESTRO,,900044836,FUNDACION CREER EN LO NUESTRO,1,Instituciones - IPS,NO,KR 20 # 45 A 08 OF 501,2854622,,fundacreer@hotmail.com,,,,SI,20061009,20220831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100111140,FUNDACION CRESER,,830053316,FUNDACION CRESER,1,Instituciones - IPS,NO,CALLE 112 # 18 A-09,7513562,7513562,direccion.fundacioncreser@hotmail.com,,,,SI,20030416,20220831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100121196,FUNDACION CRISTIANA MARANATHA - FUNMAR,,900236348,FUNDACION CRISTIANA MARANATHA - FUNMAR,1,Instituciones - IPS,,KR 75 # 52 A 59,4109238,3115823366,funmar_em@hotmail.com,,,,SI,20100531,20220831,,6,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108974,FUNDACION DE REHABILITACION INTEGRAL LUDUS,,830090289,FUNDACION DE REHABILITACION INTEGRAL LUDUS,1,Instituciones - IPS,NO,DG 88 # 27 - 34,2561374 - 2561366 - 3165304548,Extensión 6,director.ludus@gmail.com,,,,SI,20060629,20220831,,7,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100103998,FUNDACION DEL QUEMADO,,830003252,FUNDACION DEL QUEMADO,1,Instituciones - IPS,NO,CL 128 B # 59 B 20,6433318,2531223,contacto@fundaciondelquemado.org,,,,SI,20030331,20220831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100120931,Fundacion Dime Colombia IPS,,900339818,Fundación Dime Colombia IPS,1,Instituciones - IPS,,CL 93B # 18-84 CS 204-5,3118051205 - 4727950,0,informacion@dimecolombia.org,,,,SI,20100302,20220831,,9,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100107851,FUNDACION DISPENSARIO SANTA FRANCISCA ROMANA,,800067269,FUNDACION DISPENSARIO SANTA FRANCISCA ROMANA,1,Instituciones - IPS,NO,calle 151 No. 16 -40,2743292 cel 3153215492,,dispensario@csfr.edu.co,,,,SI,20030411,20220831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100127828,fundacion Evoluciona,,900221139,fundacion Evoluciona,1,Instituciones - IPS,,Calle 79A # 69T-49,6953915 4858371,,info@fundacionevoluciona.org,,,,SI,20150213,20220831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100107968,FUNDACION FE,,860029566,FUNDACION FE,1,Instituciones - IPS,NO,CRA 59 b No. 129 - 45,6240507,,fundacionfe@fundacionfe.org,,,,SI,20030417,20220831,,3,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100121212,FUNDACION FENIMA,,900353938,FUNDACION FENIMA,1,Instituciones - IPS,,Carrera 73 9-43,4932801 - 3115381722 - 3054131489,,fundacionfenima@gmail.com,,,,SI,20100603,20220831,,2,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100118761,FUNDACION FUNDEM FUNDACION PARA LA ESCLEROSIS MULTIPLE Y OTRAS ENFERMEDADES,,900100362,FUNDACION FUNDEM FUNDACION PARA LA ESCLEROSIS MULTIPLE Y OTRAS ENFERMEDADES,1,Instituciones - IPS,,AK 9 # 127B 16 CS 208,7432700 -3175106156 -,,xbermudez@fundem-co.org,,,,SI,20190906,20230831,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100105681,FUNDACION HOSPITAL DE LA MISERICORDIA,,899999123,FUNDACION HOSPITAL DE LA MISERICORDIA,1,Instituciones - IPS,NO,Avenida Carrera 14 No 1-65,3811970,2463695,vgomezt@homifundacion.org.co,,,,SI,20030407,20220831,,7,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100116133,FUNDACION HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,,900098476,FUNDACION HOSPITAL INFANTIL UNIVERSITARIO DE SAN JOSE,1,Instituciones - IPS,NO,KR. 52 # 67 A 71,2310019,2310042,laimalucia@yahoo.com,,,,SI,20060919,20220831,,8,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108207,FUNDACION IDEAS DIA A DIA,,830118605,FUNDACION IDEAS DIA A DIA,1,Instituciones - IPS,NO,KR 22 # 83 50,6165453,6165453,evaristoescovar@etb.net.co,,,,SI,20030412,20220831,,5,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100106551,FUNDACION INSTITUTO DE REUMATOLOGIA FERNANDO CHALEM,,860050632,FUNDACION INSTITUTO DE REUMATOLOGIA FERNANDO CHALEM,1,Instituciones - IPS,NO,CL 73 # 20 A 27 PISO 1,3466077,2558281,INSTITUTOREUMATOLOGIA@YAHOO.ES,,,,SI,20030409,20220831,,9,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100101755,FUNDACION INTEGRACION SOCIAL Y DESARROLLO COMUNITARIO FISDECO,,860047327,FUNDACION INTEGRACION SOCIAL Y DESARROLLO COMUNITARIO FISDECO,1,Instituciones - IPS,NO,CALLE 69 C SUR # 17 F 11,7902475,7902475,esperanza_osoriob@hotmail.com,,,,SI,20030303,20220831,,6,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100118125,FUNDACION INTEGRAL SENTIR,,900188967,FUNDACION INTEGRAL SENTIR,1,Instituciones - IPS,NO,KR 70 C # 54 69,2639010,4169495,fundacionintegralsentir@gmail.com,,,,SI,20071228,20230831,,9,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100124610,"FUNDACION IPS DE REHABILITACION EN SALUD MENTAL CONDUCTAL Y EMOCIONAL PARA NIÑOS, NIÑAS Y ADOLESCENTES ""PSICOREHABILITAR IPS""",,900217424,"FUNDACION IPS DE REHABILITACION EN SALUD MENTAL CONDUCTAL Y EMOCIONAL PARA NIÑOS, NIÑAS Y ADOLESCENTES ""PSICOREHABILITAR IPS""",1,Instituciones - IPS,,AC 6 70B-71 - Barrio:MARSELLA,2579259-3934167,,fundacionpsicorehabilitar@gmail.com,,,,SI,20150511,20220831,,7,JURIDICO,1,Privada,02,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100109199,Fundación Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud,,830018305,Fundación Javeriana de Servicios Medico Odontologicos Interuniversitarios Carlos Marquez Villegas-Javesalud,1,Instituciones - IPS,NO,KR 19B # 166 96,6370180-3133932019,,direccion@javesalud.com.co,,,,SI,20030415,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100116016,Fundacion la Casa de Bill,,830147172,Fundacion la Casa de Bill,1,Instituciones - IPS,,KR 36A Nº 54 - 77,6940460,3244379,lacasadebill@hotmail.com,,,,SI,20111228,20220831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100134627,FUNDACION LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCION,,811004956,"""FUNDACIÓN LA LUZ - CENTRO NACIONAL PARA EL TRATAMIENTO DE LA DROGADICCIÓN""",1,Instituciones - IPS,,AC. 80 N° 116 B 35,3017481056 - 3008294982,,representantelegal@fundacionlaluz.net,,,,SI,20190424,20230423,,6,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108371,FUNDACION LEONISTICA DE SALUD OCULAR,,830013373,FUNDACION LEONISTICA DE SALUD OCULAR,1,Instituciones - IPS,NO,CALLE 63 # 18 20,2100406,3456476,fundacionleonistica@hotmail.com,,,,SI,20030414,20230831,,1,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100101935,FUNDACION LIGA CENTRAL CONTRA LA EPILEPSIA,,860076321,FUNDACION LIGA CENTRAL CONTRA LA EPILEPSIA,1,Instituciones - IPS,NO,CALLE 35 # 17 48,3272360-2455717-7487058-3223047602,,administracion@epilepsia.org,,,,SI,20030306,20220831,,6,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100108423,Fundacion Los Pisingos,,860031289,Fundacion Los Pisingos,1,Instituciones - IPS,,Carrera 7 No 158 - 41,6708686,,oportunidad@lospisingos.com,,,,SI,20151020,20220831,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100131082,Fundación Medeck IPS,,901036557,Fundación Medeck IPS,1,Instituciones - IPS,,Calle 68C N 109 - 08,9205029 - 3105896440,,info@funmedeck.org,,,,SI,20190124,20230123,,4,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100109424,FUNDACION MEDICA MIRA TU SALUD,,830104032,FUNDACION MEDICA MIRA TU SALUD,1,Instituciones - IPS,,CL 24 A SUR # 68 H 66,4173145,4173147,subadministrativa@miratusalud.com.co,,,,SI,20061117,20220831,,4,JURIDICO,1,Privada,02,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100116994,FUNDACIÓN MÉDICA SANTA MARÍA VIRGEN,,900116862,Fundación Medica Santa Maria Virgen,1,Instituciones - IPS,,CALLE 70A #110-43 PISO 1 - 2,4426547 - 4406532,,fundamedica@yahoo.com,,,,SI,20200224,20220831,,6,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
Bogotá D.C,BOGOTÁ,1100124237,FUNDACIÓN MILLER,,900386229,FUNDACIÓN MILLER,1,Instituciones - IPS,,KR 70 G # 71 - 96,470-0662,470-0662,fundacionmiller@gmail.com,,,,SI,20120803,20220831,,0,JURIDICO,1,Privada,01,Fecha corte REPS: Jun 16 2022 2:33PM
